row,col,NORTH,SOUTH,EAST,WEST
1,1,0.0,0.0,0.0,0.0
1,2,0.0,0.0,0.0,3.4517793180266354
1,3,0.0,0.2253008409037389,0.0,0.0
1,4,0.0,0.0,0.0,0.0
1,5,0.0,0.0,0.0,0.0
2,1,3.1986494416684206,0.0,0.0,0.0
2,2,0.0,0.0,0.22062015924123962,0.0
2,3,0.0,5.133936373082831,0.0,0.0
2,4,0.0,0.0,0.0,1.0105981713473835
2,5,0.0,0.0,0.0,0.0
3,1,0.0,0.0,0.12210004212185635,0.0
3,2,0.0,0.0,2.8017240002585946,0.0
3,3,0.0,0.0,0.0,0.0
3,4,0.0,0.0,0.0,3.7244054512949556
3,5,0.0,1.1026167036275467,0.0,0.10006906736043686
4,1,0.0,0.0,0.0,0.0
4,2,0.24697423770565125,0.0,0.9947768045995546,0.0
4,3,5.075119631302673,0.0,0.0,0.0
4,4,0.0,1.4015626259344596,0.8609402231797972,0.94410660240548
4,5,0.0,4.910058881142612,0.0,0.0
5,1,0.0,0.0,0.0,0.0
5,2,0.0,0.0,0.0,0.0
5,3,1.2158306614741108,0.0,1.2226507691811115,0.0
5,4,0.0,0.0,5.222285549856652,0.0
5,5,0.0,0.0,0.0,0.0
