row,col,NORTH,SOUTH,EAST,WEST
1,1,0.0,0.0,0.0,0.0
1,2,0.0,0.0,0.0,0.0
1,3,0.0,0.0,0.0,0.0
1,4,0.0,0.686068599896196,0.0,0.0
1,5,0.0,3.4301034646984636,0.0,0.0
2,1,0.0,0.0,0.0,0.0
2,2,0.0,0.0,0.0,0.0
2,3,0.0,0.0,0.6602889015851509,0.0
2,4,0.0,0.0,4.22240419859365,0.0
2,5,0.0,0.0,0.0,0.0
3,1,0.0,0.27477384473538025,0.0,0.0
3,2,0.0,0.0,0.0,0.0
3,3,0.0,1.5096888233991343,0.0,0.0
3,4,0.42685776549513144,0.0,0.49030628842787966,0.0
3,5,4.427914709464139,0.0,0.0,0.0
4,1,0.0,4.060512850220488,0.0,0.0
4,2,0.0,0.008143551244168101,1.0524602736081616,0.18915124987731774
4,3,0.0,5.2227314572236665,0.0,0.0
4,4,0.0,0.5857789449333644,0.0,1.1629454725937105
4,5,0.5769705114266456,0.0,0.0,0.0
5,1,0.0,0.0,0.0,0.0
5,2,0.0,0.0,1.5720408982748657,3.834849430441964
5,3,0.0,0.0,0.0,0.3469747335655735
5,4,0.0,0.0,0.0,4.605996625446384
5,5,0.0,0.0,0.0,1.1195329907498641
