row,col,NORTH,SOUTH,EAST,WEST
1,1,0.0,0.0,0.0,0.0
1,2,0.0,0.0,0.0,0.0
1,3,0.0,0.0,0.0,0.0
1,4,0.0,1.3518079428464624,0.15878358128690018,0.0
1,5,0.0,3.9946009955604356,0.0,0.0
2,1,0.0,0.0,0.0,0.0
2,2,0.0,0.0,0.0,0.0
2,3,0.0,0.0,0.8271563329037128,0.0
2,4,0.0,0.0,5.238697455840652,0.0
2,5,0.0,0.0,0.0,0.0
3,1,0.0,0.9702587073199346,0.0,0.0
3,2,0.0,0.0,0.0,0.0
3,3,0.0,0.8773821873884058,0.0,0.0
3,4,0.3377099285236904,0.0,0.0,0.0
3,5,5.2556477620531314,0.0,0.0,0.0
4,1,0.0,5.230603812846462,0.0,0.0
4,2,0.0,1.3312426680063778,1.6166199897947489,0.6919730728916875
4,3,0.0,5.720782496389244,0.0,0.0
4,4,0.0,0.524479301986083,0.0,1.8280905834780348
4,5,0.9940461759228689,0.0,0.0,0.0
5,1,0.0,0.0,0.0,0.0
5,2,0.0,0.0,3.7698474550118974,5.247091963426092
5,3,0.0,0.0,0.0,1.0389684295670238
5,4,0.0,0.0,0.0,5.739480789741527
5,5,0.0,0.0,0.0,0.8876557551929598
