row,col,NORTH,SOUTH,EAST,WEST
1,1,0.0,0.0,0.0,0.0
1,2,0.0,0.0,0.0,5.213884703563027
1,3,0.0,0.9371283774905179,0.0,1.468810617595878
1,4,0.0,0.0,0.0,0.0
1,5,0.0,0.0,0.0,0.0
2,1,5.2281231249125275,0.0,0.0,0.0
2,2,1.0669959145741839,0.0,0.3921715645566165,1.6137711185547632
2,3,0.0,5.794057985399951,0.0,0.0
2,4,0.0,1.9908299693820735,0.0,1.3071219781072274
2,5,0.0,0.0,0.0,0.0
3,1,1.6134283394545077,0.0,0.0,0.0
3,2,0.0,0.0,4.5530322880215905,0.0
3,3,0.0,0.0,0.0,0.0
3,4,0.0,0.0,0.0,5.994228372343407
3,5,0.0,1.764730266149603,0.0,1.8745546609204864
4,1,0.0,0.0,0.0,0.0
4,2,0.4733496455991577,0.0,1.9639995097455354,0.0
4,3,5.996238083743405,0.0,0.0,0.0
4,4,0.7391270913878463,1.965028341340008,0.16335642479386178,0.44717526174546696
4,5,0.0,5.537322347193725,0.0,0.0
5,1,0.0,0.0,0.0,0.0
5,2,0.0,0.0,0.0,0.0
5,3,1.9978412228072315,0.0,1.9628740443996804,0.0
5,4,0.0,0.0,5.981424718563671,0.0
5,5,0.0,0.0,0.0,0.0
