row,col,NORTH,SOUTH,EAST,WEST
1,1,0.0,0.0,0.0,0.0
1,2,0.0,0.0,0.0,0.0
1,3,0.0,0.0,0.0,0.0
1,4,0.0,0.38627071586169043,0.0,0.0
1,5,0.0,0.9744,0.0,0.0
2,1,0.0,0.0,0.0,0.0
2,2,0.0,0.0,0.0,0.0
2,3,0.0,0.0,1.6672461266352872,0.0
2,4,0.0,0.0,5.325532744037041,0.0
2,5,0.0,0.0,0.0,0.0
3,1,0.0,1.6520314141446129,0.0,0.0
3,2,0.0,0.0,0.0,0.0
3,3,0.0,1.9895683134407538,0.0,0.0
3,4,1.1139893049663256,0.0,1.714750131514741,0.0
3,5,5.489763027170966,0.0,0.0,0.0
4,1,0.0,5.295692905192863,0.0,0.0
4,2,0.0,1.6389685080979073,1.927142141185585,0.9293496960996783
4,3,0.0,5.984929278117619,0.0,0.0
4,4,0.0,1.954249877151611,0.0,0.20979748351284921
4,5,1.7324949278132622,0.0,0.0,0.0
5,1,0.0,0.0,0.0,0.0
5,2,0.0,0.0,0.0,5.268781787643016
5,3,0.0,0.0,0.0,1.6277464957946561
5,4,0.0,0.0,0.0,5.9841483595770235
5,5,0.0,0.0,0.0,1.9881457762596053
