row,col,NORTH,SOUTH,EAST,WEST
1,1,0.0,0.0,0.0,0.0
1,2,0.0,0.0,0.0,5.119293760598109
1,3,0.0,1.2337740686132967,0.0,0.0
1,4,0.0,0.0,0.0,0.0
1,5,0.0,0.0,0.0,0.0
2,1,5.1135288135703405,0.0,0.0,0.0
2,2,0.20774322580856175,0.0,0.768470114315584,0.9674218389989395
2,3,0.0,5.6560023475306425,0.0,0.0
2,4,0.0,0.2488375777747417,0.0,0.0
2,5,0.0,0.0,0.0,0.0
3,1,1.4246033635188748,0.0,0.0,0.0
3,2,0.0,0.0,4.3155013932156665,0.0
3,3,0.0,0.0,0.0,0.0
3,4,0.0,0.0,0.0,5.579064612138594
3,5,0.0,0.21150076600445034,0.0,1.47472405002
4,1,0.0,0.0,0.0,0.0
4,2,0.0,0.0,1.5978724792505596,0.0
4,3,5.548031490299897,0.0,0.0,0.0
4,4,0.04856304642222442,0.0,0.3819695031270398,0.08094449441300333
4,5,0.0,5.476566210854054,0.0,0.0
5,1,0.0,0.0,0.0,0.0
5,2,0.0,0.0,0.0,0.0
5,3,0.3772785287964202,0.0,0.866763473464746,0.0
5,4,0.0,0.0,5.580393779794923,0.0
5,5,0.0,0.0,0.0,0.0
